1;12.03.2022;"14.9312";HKD
1;11.03.2022;"15.395";HKD
1;10.03.2022;"14.8566";HKD
1;05.03.2022;"13.5362";HKD
1;04.03.2022;"14.3021";HKD
1;03.03.2022;"13.2101";HKD
1;02.03.2022;"11.7413";HKD
1;01.03.2022;"11.9737";HKD
1;26.02.2022;"10.7008";HKD
1;25.02.2022;"11.1339";HKD
1;23.02.2022;"10.3063";HKD
10;22.02.2022;"98.4042";HKD
10;19.02.2022;"97.1145";HKD
10;18.02.2022;"97.0915";HKD
10;17.02.2022;"96.1621";HKD
10;16.02.2022;"97.6074";HKD
10;15.02.2022;"98.1331";HKD
10;12.02.2022;"96.0949";HKD
10;11.02.2022;"95.88";HKD
10;10.02.2022;"95.983";HKD
10;09.02.2022;"96.5921";HKD
10;08.02.2022;"97.1161";HKD
10;05.02.2022;"97.615";HKD
10;04.02.2022;"98.3286";HKD
10;03.02.2022;"98.1331";HKD
10;02.02.2022;"98.9305";HKD
10;01.02.2022;"99.3488";HKD
10;29.01.2022;"99.8414";HKD
1;28.01.2022;"10.1334";HKD
1;27.01.2022;"10.1407";HKD
1;26.01.2022;"10.101";HKD
10;25.01.2022;"99.3718";HKD
